index,Hour_cosine,Hour_sine,Day_of_week_cosine,Day_of_week_sine,Is_weekday,Is_night,Season_cosine,Season_sine,net_rate_previous_hour,Dock_Count,Fog,Fog-Rain,Clear,Rain,Rain-Thunderstorm,CloudCover,PrecipitationIn,WindDirDegrees,Max Dew PointF,Max Gust SpeedMPH,Max Humidity,Max Sea Level PressureIn,Max TemperatureF,Max VisibilityMiles,Max Wind SpeedMPH,Mean Humidity,Mean Sea Level PressureIn,Mean TemperatureF,Mean VisibilityMiles,Mean Wind SpeedMPH,MeanDew PointF,Min DewpointF,Min Humidity,Min Sea Level PressureIn,Min TemperatureF,Min VisibilityMiles,Zip_94041,Zip_94063,Zip_94107,Zip_94301,Zip_95113
0,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386,1,0,-0.5000000000000004,-0.8660254037844384,0.0,15,0,0,1,0,0,3.0,0.0,334.0,63.0,27.0,83.0,30.04,78.0,20.0,23.0,63.0,29.97,72.0,11.0,11.0,59.0,55.0,47.0,29.9,66.0,10.0,0,0,0,1,0
1,0.20345601305263372,0.9790840876823228,-1.0,1.2246467991473532e-16,1,0,-0.5000000000000004,-0.8660254037844384,0.0,15,0,0,1,0,0,6.0,0.0,313.0,59.0,23.0,90.0,29.98,74.0,10.0,21.0,76.0,29.94,67.0,10.0,11.0,57.0,55.0,61.0,29.91,60.0,10.0,0,0,1,0,0
2,-0.3348796121709864,-0.9422609221188204,-1.0,1.2246467991473532e-16,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,279.0,54.0,17.0,86.0,30.27,72.0,10.0,14.0,68.0,30.22,62.0,10.0,5.0,50.0,46.0,49.0,30.13,51.0,9.0,0,0,0,0,1
3,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,-0.8660254037844386,0,0,1.0,-2.4492935982947064e-16,0.0,23,0,0,1,0,0,5.0,0.0,247.0,54.0,21.5,94.0,29.99,64.0,20.0,12.0,75.0,29.92,58.0,16.0,7.0,50.0,46.0,55.0,29.82,53.0,10.0,0,0,0,1,0
4,-0.3348796121709864,-0.9422609221188204,-1.0,1.2246467991473532e-16,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,279.0,54.0,17.0,86.0,30.27,72.0,10.0,14.0,68.0,30.22,62.0,10.0,5.0,50.0,46.0,49.0,30.13,51.0,9.0,0,0,0,0,1
5,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
6,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
7,0.9629172873477994,0.2697967711570243,0.5000000000000001,-0.8660254037844386,0,1,-0.4999999999999998,0.8660254037844387,1.0,19,0,0,1,0,0,2.0,0.0,267.0,55.0,26.0,93.0,30.2,74.0,10.0,24.0,69.0,30.14,61.0,10.0,6.0,49.0,46.0,44.0,30.08,48.0,10.0,0,0,1,0,0
8,-0.9906859460363308,-0.1361666490962464,1.0,-2.4492935982947064e-16,0,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,6.0,0.0,259.0,48.0,20.0,89.0,30.1,62.0,10.0,16.0,75.0,30.06,57.0,10.0,9.0,47.0,46.0,60.0,29.99,51.0,7.0,0,0,1,0,0
9,-0.3348796121709864,-0.9422609221188204,-1.0,1.2246467991473532e-16,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,279.0,54.0,17.0,86.0,30.27,72.0,10.0,14.0,68.0,30.22,62.0,10.0,5.0,50.0,46.0,49.0,30.13,51.0,9.0,0,0,0,0,1
10,-0.3348796121709864,-0.9422609221188204,-1.0,1.2246467991473532e-16,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,279.0,54.0,17.0,86.0,30.27,72.0,10.0,14.0,68.0,30.22,62.0,10.0,5.0,50.0,46.0,49.0,30.13,51.0,9.0,0,0,0,0,1
11,-0.06824241336467046,-0.9976687691905392,1.0,-2.4492935982947064e-16,0,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,1.0,0.0,212.0,46.0,19.33333333333333,100.0,30.02,62.0,10.0,10.0,74.0,29.96,52.0,10.0,2.0,41.0,34.0,37.0,29.92,42.0,10.0,0,1,0,0,0
12,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
13,-0.33487961217098616,0.9422609221188204,-0.5000000000000004,-0.8660254037844384,1,0,1.0,0.0,0.0,19,0,1,0,0,0,6.0,0.001,349.0,52.0,12.0,96.0,30.3,57.0,8.0,10.0,84.0,30.26,50.0,4.0,3.0,48.0,43.0,72.0,30.23,43.0,2.0,0,0,1,0,0
14,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
15,0.20345601305263372,0.9790840876823228,-1.0,1.2246467991473532e-16,1,0,-0.5000000000000004,-0.8660254037844384,0.0,15,0,0,1,0,0,6.0,0.0,313.0,59.0,23.0,90.0,29.98,74.0,10.0,21.0,76.0,29.94,67.0,10.0,11.0,57.0,55.0,61.0,29.91,60.0,10.0,0,0,1,0,0
16,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386,1,0,-0.5000000000000004,-0.8660254037844384,0.0,15,0,0,1,0,0,3.0,0.0,334.0,63.0,27.0,83.0,30.04,78.0,20.0,23.0,63.0,29.97,72.0,11.0,11.0,59.0,55.0,47.0,29.9,66.0,10.0,0,0,0,1,0
17,-0.06824241336467046,-0.9976687691905392,-0.4999999999999998,0.8660254037844387,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,3.0,0.0,218.0,47.0,20.0,83.0,29.92,66.0,10.0,17.0,68.0,29.86,58.0,10.0,9.0,46.0,44.0,52.0,29.81,50.0,7.0,0,0,1,0,0
18,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
19,1.0,0.0,0.5000000000000001,-0.8660254037844386,0,1,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,288.0,52.0,18.0,80.0,30.19,72.0,10.0,15.0,58.0,30.15,61.0,10.0,5.0,49.0,42.0,35.0,30.08,49.0,10.0,0,0,0,0,1
20,0.9629172873477994,0.2697967711570243,0.5000000000000001,-0.8660254037844386,0,1,-0.4999999999999998,0.8660254037844387,1.0,19,0,0,1,0,0,2.0,0.0,267.0,55.0,26.0,93.0,30.2,74.0,10.0,24.0,69.0,30.14,61.0,10.0,6.0,49.0,46.0,44.0,30.08,48.0,10.0,0,0,1,0,0
21,-0.3348796121709864,-0.9422609221188204,-1.0,1.2246467991473532e-16,1,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,279.0,54.0,17.0,86.0,30.27,72.0,10.0,14.0,68.0,30.22,62.0,10.0,5.0,50.0,46.0,49.0,30.13,51.0,9.0,0,0,0,0,1
22,-0.06824241336467088,0.9976687691905392,-0.4999999999999998,0.8660254037844387,1,0,-0.5000000000000004,-0.8660254037844384,0.0,11,0,0,1,0,0,3.0,0.0,4.0,63.0,20.0,77.0,29.95,75.0,10.0,21.0,68.0,29.93,70.0,10.0,8.0,59.0,55.0,61.0,29.88,64.0,7.0,0,0,0,1,0
23,-0.5766803221148672,-0.816969893010442,1.0,-2.4492935982947064e-16,0,0,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,3.0,0.0,352.0,51.0,23.0,83.0,30.11,66.0,10.0,20.0,72.0,30.06,60.0,10.0,7.0,49.0,46.0,60.0,30.01,53.0,10.0,1,0,0,0,0
24,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,-0.8660254037844386,0,0,1.0,-2.4492935982947064e-16,0.0,23,0,0,1,0,0,5.0,0.0,247.0,54.0,21.5,94.0,29.99,64.0,20.0,12.0,75.0,29.92,58.0,16.0,7.0,50.0,46.0,55.0,29.82,53.0,10.0,0,0,0,1,0
25,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,-0.8660254037844386,0,0,1.0,-2.4492935982947064e-16,0.0,23,0,0,1,0,0,5.0,0.0,247.0,54.0,21.5,94.0,29.99,64.0,20.0,12.0,75.0,29.92,58.0,16.0,7.0,50.0,46.0,55.0,29.82,53.0,10.0,0,0,0,1,0
26,1.0,0.0,0.5000000000000001,-0.8660254037844386,0,1,-0.4999999999999998,0.8660254037844387,0.0,15,0,0,1,0,0,5.0,0.0,288.0,52.0,18.0,80.0,30.19,72.0,10.0,15.0,58.0,30.15,61.0,10.0,5.0,49.0,42.0,35.0,30.08,49.0,10.0,0,0,0,0,1
27,-0.7757112907044197,0.631087944326053,1.0,-2.4492935982947064e-16,0,0,1.0,0.0,0.0,15,0,0,1,0,0,5.0,0.0,244.0,54.0,15.0,100.0,30.32,63.0,10.0,14.0,86.0,30.28,55.0,6.0,2.0,50.0,46.0,72.0,30.25,47.0,4.0,0,0,0,0,1
